id,wg_name,wg_description,wg_url,wg_external,created_at,updated_at
1,Cash IM Working Group,"An joint effort between the IFRC and National Societies to improve coordination on Information Management for Cash operations, and to share learnings and innovations in this space.",NULL,0,2022-07-05 18:05:34,NULL
